Column1;city;time;announcment_num;floor;area;room_count;district;description;discount;price
130;Душанбе;Сегодня 13:55;7930889;14;57 м?;1;Караболо;Срочно сохтумон рафтестай якум этажда хестагияй дар караболо;торг;210000
131;Душанбе;Сегодня 13:55;7596403;8;108 м?;3;Домпечать;Срочно без посредников  3комн  квартиру в центре общей площадью  108;торг;772000
132;Душанбе;Сегодня 13:54;7677731;4;91 м?;2;грандотель;срочно продаю без посредников2комн квартиру в центре на  4этаже общей площадью  91кв.м;торг;689000
133;Душанбе;Сегодня 13:54;6100178;5;172 м?;6;ОриентирОлимпийскийКомитет;Продаётся Элитная Квартира в Элитном Жилом Комплексе, на 5-этаже;;1186800
134;Душанбе;Сегодня 13:54;7796936;9;80 м?;2;зелёный;срочно 2комн  квартиру общей площадью  .80.44кв. м  на 8 этажедом сам 12 ти этажный   новостройке. Квартира коробка. Дом строиться уже на 9 этаже Удобное расположение города, позволит вам как новому владельцу использовать все преимущества развитой инфраструктуры. В шаговой доступности магазины, супермаркеты , ??поликлиники, ??учебные заведения, остановки общественного транспорта на все направления.   звоните прямо сейчас и приходите на посмотр ориентир зелёный базар волна;торг;434000
135;Душанбе;Сегодня 13:54;6010180;3;40 м?;1;ОриентирГостиницаДушанбе;Продаётся Элитная Квартира в Элитном Жилом Комплексе, на 3-этаже;;322000
136;Душанбе;Сегодня 13:52;7930892;14;79 м?;2;исмоилисомони;срочно 2комн  квартиру общей площадью  .79кв. м  на 14этаж в новостройке. Квартира коробка. Удобное расположение города, позволит вам как новому владельцу использовать все преимущества развитой инфраструктуры. В шаговой доступности магазины, супермаркеты , ??поликлиники, ??учебные заведения, остановки общественного транспорта на все направления. Цена окончательно арзон намеша  звоните прямо сейчас и приходите на посмотр ориентир гранд отль в квартире 4 окна и тех паспортом;;585000
137;Душанбе;Сегодня 13:51;6139612;8;140 м?;3;ОриентирОлимпийскийКомитет;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 8 этаже ;;1038450
138;Душанбе;Сегодня 13:48;7904963;4;57 м?;1;Сино;СРОЧНО! 92мкр. Катлаван;обмен,торг;259000
139;Душанбе;Сегодня 13:48;6139599;12;67 м?;1;ОриентирГостиницаДушанбе;Продаётся 1 комнатная Квартира на 12 этаже, (Без ремонта), в строящейся элитной 18 этажной новостройке, в районе Ватана,  ;;449200
140;Душанбе;Сегодня 13:44;7930857;4;194 м?;6;БывшаяКлиникаШифо;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 4 этаже,;;1629600
141;Худжанд;Сегодня 13:43;7412769;5;50 м?;1;34мкр;Продаю без посредников лифт есть;;197000
142;Душанбе;Сегодня 13:40;7860253;4;106 м?;3;Мас?идинав;СРОЧНО! Дом тайёр. Доми 9 ошёнаг? дар ошёнаи 4 ум, 106 кв. Квадраташ 300$ доллар. Доми босифат, оби гарму хунук, тиреза?о задаг?, ?оло дар бино лифт часпондестан, мо?и апрел дохили хона?оро та?сим мекунанд ва биноро рангу борашро сар мекунанд. Даромада ремонт карда мешавад. Ширкати сохтмон? боваринок аст. Наздикии Мас?иди нав. Пушти 6- ум база. ?ои ОРОМ, ?авои ТОЗА, буи ?АЛИЗ ва МА?АЛ нест. Тава??уфго?и зеризамин?, майдончаи варзиш? ва ?ои бозии к?дакона дорад.;торг;415000
